code,description,hcc_v24,hcc_v28,is_specific,parent,children
A81.2,"Progressive multifocal leukoencephalopathy",52,127,true,,,
A81.81,"Kuru",52,127,true,,,
A81.82,"Gerstmann-Straussler-Scheinker syndrome",52,127,true,,,
A81.83,"Fatal familial insomnia",52,127,true,,,
A81.89,"Other atypical virus infections of central nervous system",52,127,true,,,
A81.9,"Atypical virus infection of central nervous system, unspecified",52,127,true,,,
A82.0,"Sylvatic rabies",,,true,,,
A82.1,"Urban rabies",,,true,,,
A82.9,"Rabies, unspecified",,,true,,,
A83.0,"Japanese encephalitis",,,true,,,
A83.1,"Western equine encephalitis",,,true,,,
A83.2,"Eastern equine encephalitis",,,true,,,
A83.3,"St Louis encephalitis",,,true,,,
A83.4,"Australian encephalitis",,,true,,,
A83.5,"California encephalitis",,,true,,,
A83.6,"Rocio virus disease",,,true,,,
A83.8,"Other mosquito-borne viral encephalitis",,,true,,,
A83.9,"Mosquito-borne viral encephalitis, unspecified",,,true,,,
A84.0,"Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]",,,true,,,
A84.1,"Central European tick-borne encephalitis",,,true,,,
A84.81,"Powassan virus disease",,,true,,,
A84.89,"Other tick-borne viral encephalitis",,,true,,,
A84.9,"Tick-borne viral encephalitis, unspecified",,,true,,,
A85.0,"Enteroviral encephalitis",,,true,,,
A85.1,"Adenoviral encephalitis",,,true,,,
A85.2,"Arthropod-borne viral encephalitis, unspecified",,,true,,,
A85.8,"Other specified viral encephalitis",,,true,,,
A86,"Unspecified viral encephalitis",,,true,,,
A87.0,"Enteroviral meningitis",,,true,,,
A87.1,"Adenoviral meningitis",,,true,,,
A87.2,"Lymphocytic choriomeningitis",,,true,,,
A87.8,"Other viral meningitis",,,true,,,
A87.9,"Viral meningitis, unspecified",,,true,,,
A88.0,"Enteroviral exanthematous fever [Boston exanthem]",,,true,,,
A88.1,"Epidemic vertigo",,,true,,,
A88.8,"Other specified viral infections of central nervous system",,,true,,,
A89,"Unspecified viral infection of central nervous system",,,true,,,
A90,"Dengue fever [classical dengue]",,,true,,,
A91,"Dengue hemorrhagic fever",,,true,,,
A92.0,"Chikungunya virus disease",,,true,,,
A92.1,"O'nyong-nyong fever",,,true,,,
A92.2,"Venezuelan equine fever",,,true,,,
A92.30,"West Nile virus infection, unspecified",,,true,,,
A92.31,"West Nile virus infection with encephalitis",,,true,,,
A92.32,"West Nile virus infection with other neurologic manifestation",,,true,,,
A92.39,"West Nile virus infection with other complications",,,true,,,
A92.4,"Rift Valley fever",,,true,,,
A92.5,"Zika virus disease",,,true,,,
A92.8,"Other specified mosquito-borne viral fevers",,,true,,,
A92.9,"Mosquito-borne viral fever, unspecified",,,true,,,
A93.0,"Oropouche virus disease",,,true,,,
A93.1,"Sandfly fever",,,true,,,
A93.2,"Colorado tick fever",,,true,,,
A93.8,"Other specified arthropod-borne viral fevers",,,true,,,
A94,"Unspecified arthropod-borne viral fever",,,true,,,
A95.0,"Sylvatic yellow fever",,,true,,,
A95.1,"Urban yellow fever",,,true,,,
A95.9,"Yellow fever, unspecified",,,true,,,
A96.0,"Junin hemorrhagic fever",,,true,,,
A96.1,"Machupo hemorrhagic fever",,,true,,,
A96.2,"Lassa fever",,,true,,,
A96.8,"Other arenaviral hemorrhagic fevers",,,true,,,
A96.9,"Arenaviral hemorrhagic fever, unspecified",,,true,,,
A98.0,"Crimean-Congo hemorrhagic fever",,,true,,,
A98.1,"Omsk hemorrhagic fever",,,true,,,
A98.2,"Kyasanur Forest disease",,,true,,,
A98.3,"Marburg virus disease",,,true,,,
A98.4,"Ebola virus disease",,,true,,,
A98.5,"Hemorrhagic fever with renal syndrome",,,true,,,
A98.8,"Other specified viral hemorrhagic fevers",,,true,,,
A99,"Unspecified viral hemorrhagic fever",,,true,,,
B00.0,"Eczema herpeticum",,,true,,,
B00.1,"Herpesviral vesicular dermatitis",,,true,,,
B00.2,"Herpesviral gingivostomatitis and pharyngotonsillitis",,,true,,,
B00.3,"Herpesviral meningitis",,,true,,,
B00.4,"Herpesviral encephalitis",,,true,,,
B00.50,"Herpesviral ocular disease, unspecified",,,true,,,
B00.51,"Herpesviral iridocyclitis",,,true,,,
B00.52,"Herpesviral keratitis",,,true,,,
B00.53,"Herpesviral conjunctivitis",,,true,,,
B00.59,"Other herpesviral disease of eye",,,true,,,
B00.7,"Disseminated herpesviral disease",2,2,true,,,
B00.81,"Herpesviral hepatitis",,,true,,,
B00.82,"Herpes simplex myelitis",72,182,true,,,
B00.89,"Other herpesviral infection",,,true,,,
B00.9,"Herpesviral infection, unspecified",,,true,,,
B01.0,"Varicella meningitis",,,true,,,
B01.11,"Varicella encephalitis and encephalomyelitis",,,true,,,
B01.12,"Varicella myelitis",72,182,true,,,
B01.2,"Varicella pneumonia",,,true,,,
B01.81,"Varicella keratitis",,,true,,,
B01.89,"Other varicella complications",,,true,,,
B01.9,"Varicella without complication",,,true,,,
B02.0,"Zoster encephalitis",,,true,,,
B02.1,"Zoster meningitis",,,true,,,
B02.21,"Postherpetic geniculate ganglionitis",,,true,,,
B02.22,"Postherpetic trigeminal neuralgia",,,true,,,
B02.23,"Postherpetic polyneuropathy",,,true,,,
B02.24,"Postherpetic myelitis",72,182,true,,,
B02.29,"Other postherpetic nervous system involvement",,,true,,,
B02.30,"Zoster ocular disease, unspecified",,,true,,,
B02.31,"Zoster conjunctivitis",,,true,,,
B02.32,"Zoster iridocyclitis",,,true,,,
B02.33,"Zoster keratitis",,,true,,,
B02.34,"Zoster scleritis",,,true,,,
B02.39,"Other herpes zoster eye disease",,,true,,,
B02.7,"Disseminated zoster",,,true,,,
B02.8,"Zoster with other complications",,,true,,,
B02.9,"Zoster without complications",,,true,,,
B03,"Smallpox",,,true,,,
B04,"Monkeypox",,,true,,,
B05.0,"Measles complicated by encephalitis",,,true,,,
B05.1,"Measles complicated by meningitis",,,true,,,
B05.2,"Measles complicated by pneumonia",,,true,,,
B05.3,"Measles complicated by otitis media",,,true,,,
B05.4,"Measles with intestinal complications",,,true,,,
B05.81,"Measles keratitis and keratoconjunctivitis",,,true,,,
B05.89,"Other measles complications",,,true,,,
B05.9,"Measles without complication",,,true,,,
B06.00,"Rubella with neurological complication, unspecified",,,true,,,
B06.01,"Rubella encephalitis",,,true,,,
B06.02,"Rubella meningitis",,,true,,,
B06.09,"Other neurological complications of rubella",,,true,,,
B06.81,"Rubella pneumonia",,,true,,,
B06.82,"Rubella arthritis",39,92,true,,,
B06.89,"Other rubella complications",,,true,,,
B06.9,"Rubella without complication",,,true,,,
B07.0,"Plantar wart",,,true,,,
B07.8,"Other viral warts",,,true,,,
B07.9,"Viral wart, unspecified",,,true,,,
B08.010,"Cowpox",,,true,,,
B08.011,"Vaccinia not from vaccine",,,true,,,
B08.02,"Orf virus disease",,,true,,,
B08.03,"Pseudocowpox [milker's node]",,,true,,,
B08.04,"Paravaccinia, unspecified",,,true,,,
B08.09,"Other orthopoxvirus infections",,,true,,,
B08.1,"Molluscum contagiosum",,,true,,,
B08.20,"Exanthema subitum [sixth disease], unspecified",,,true,,,
B08.21,"Exanthema subitum [sixth disease] due to human herpesvirus 6",,,true,,,
B08.22,"Exanthema subitum [sixth disease] due to human herpesvirus 7",,,true,,,
B08.3,"Erythema infectiosum [fifth disease]",,,true,,,
B08.4,"Enteroviral vesicular stomatitis with exanthem",,,true,,,
B08.5,"Enteroviral vesicular pharyngitis",,,true,,,
B08.60,"Parapoxvirus infection, unspecified",,,true,,,
B08.61,"Bovine stomatitis",,,true,,,
B08.62,"Sealpox",,,true,,,
B08.69,"Other parapoxvirus infections",,,true,,,
B08.70,"Yatapoxvirus infection, unspecified",,,true,,,
B08.71,"Tanapox virus disease",,,true,,,
B08.72,"Yaba pox virus disease",,,true,,,
B08.79,"Other yatapoxvirus infections",,,true,,,
B08.8,"Other specified viral infections characterized by skin and mucous membrane lesions",,,true,,,
B09,"Unspecified viral infection characterized by skin and mucous membrane lesions",,,true,,,
B10.01,"Human herpesvirus 6 encephalitis",,,true,,,
B10.09,"Other human herpesvirus encephalitis",,,true,,,
B10.81,"Human herpesvirus 6 infection",,,true,,,
B10.82,"Human herpesvirus 7 infection",,,true,,,
B10.89,"Other human herpesvirus infection",,,true,,,
B15.0,"Hepatitis A with hepatic coma",,,true,,,
B15.9,"Hepatitis A without hepatic coma",,,true,,,
B16.0,"Acute hepatitis B with delta-agent with hepatic coma",,,true,,,
B16.1,"Acute hepatitis B with delta-agent without hepatic coma",,,true,,,
B16.2,"Acute hepatitis B without delta-agent with hepatic coma",,,true,,,
B16.9,"Acute hepatitis B without delta-agent and without hepatic coma",,,true,,,
B17.0,"Acute delta-(super) infection of hepatitis B carrier",,,true,,,
B17.10,"Acute hepatitis C without hepatic coma",,,true,,,
B17.11,"Acute hepatitis C with hepatic coma",,,true,,,
B17.2,"Acute hepatitis E",,,true,,,
B17.8,"Other specified acute viral hepatitis",,,true,,,
B17.9,"Acute viral hepatitis, unspecified",,,true,,,
B18.0,"Chronic viral hepatitis B with delta-agent",29,65,true,,,
B18.1,"Chronic viral hepatitis B without delta-agent",29,65,true,,,
B18.2,"Chronic viral hepatitis C",29,65,true,,,
B18.8,"Other chronic viral hepatitis",29,65,true,,,
B18.9,"Chronic viral hepatitis, unspecified",29,65,true,,,
B19.0,"Unspecified viral hepatitis with hepatic coma",,,true,,,
B19.10,"Unspecified viral hepatitis B without hepatic coma",,,true,,,
B19.11,"Unspecified viral hepatitis B with hepatic coma",,,true,,,
B19.20,"Unspecified viral hepatitis C without hepatic coma",,,true,,,
B19.21,"Unspecified viral hepatitis C with hepatic coma",,,true,,,
B19.9,"Unspecified viral hepatitis without hepatic coma",,,true,,,
B20,"Human immunodeficiency virus [HIV] disease",1,1,true,,,
B25.0,"Cytomegaloviral pneumonitis",6,6,true,,,
B25.1,"Cytomegaloviral hepatitis",6,6,true,,,
B25.2,"Cytomegaloviral pancreatitis",6,6,true,,,
B25.8,"Other cytomegaloviral diseases",6,6,true,,,
B25.9,"Cytomegaloviral disease, unspecified",6,6,true,,,
B26.0,"Mumps orchitis",,,true,,,
B26.1,"Mumps meningitis",,,true,,,
B26.2,"Mumps encephalitis",,,true,,,
B26.3,"Mumps pancreatitis",,,true,,,
B26.81,"Mumps hepatitis",,,true,,,
B26.82,"Mumps myocarditis",,,true,,,
B26.83,"Mumps nephritis",,,true,,,
B26.84,"Mumps polyneuropathy",,,true,,,
B26.85,"Mumps arthritis",39,92,true,,,
B26.89,"Other mumps complications",,,true,,,
B26.9,"Mumps without complication",,,true,,,
B27.00,"Gammaherpesviral mononucleosis without complication",,,true,,,
B27.01,"Gammaherpesviral mononucleosis with polyneuropathy",,,true,,,
B27.02,"Gammaherpesviral mononucleosis with meningitis",,,true,,,
B27.09,"Gammaherpesviral mononucleosis with other complications",,,true,,,
B27.10,"Cytomegaloviral mononucleosis without complications",,,true,,,
B27.11,"Cytomegaloviral mononucleosis with polyneuropathy",,,true,,,
B27.12,"Cytomegaloviral mononucleosis with meningitis",,,true,,,
B27.19,"Cytomegaloviral mononucleosis with other complication",,,true,,,
B27.80,"Other infectious mononucleosis without complication",,,true,,,
B27.81,"Other infectious mononucleosis with polyneuropathy",,,true,,,
B27.82,"Other infectious mononucleosis with meningitis",,,true,,,
B27.89,"Other infectious mononucleosis with other complication",,,true,,,
B27.90,"Infectious mononucleosis, unspecified without complication",,,true,,,
B27.91,"Infectious mononucleosis, unspecified with polyneuropathy",,,true,,,
B27.92,"Infectious mononucleosis, unspecified with meningitis",,,true,,,
B27.99,"Infectious mononucleosis, unspecified with other complication",,,true,,,
B30.0,"Keratoconjunctivitis due to adenovirus",,,true,,,
B30.1,"Conjunctivitis due to adenovirus",,,true,,,
B30.2,"Viral pharyngoconjunctivitis",,,true,,,
B30.3,"Acute epidemic hemorrhagic conjunctivitis (enteroviral)",,,true,,,
B30.8,"Other viral conjunctivitis",,,true,,,
B30.9,"Viral conjunctivitis, unspecified",,,true,,,
B33.0,"Epidemic myalgia",,,true,,,
B33.1,"Ross River disease",,,true,,,
B33.20,"Viral carditis, unspecified",,,true,,,
B33.21,"Viral endocarditis",,,true,,,
B33.22,"Viral myocarditis",,,true,,,
B33.23,"Viral pericarditis",,,true,,,
B33.24,"Viral cardiomyopathy",85,227,true,,,
B33.3,"Retrovirus infections, not elsewhere classified",,,true,,,
B33.4,"Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]",,,true,,,
B33.8,"Other specified viral diseases",,,true,,,
B34.0,"Adenovirus infection, unspecified",,,true,,,
B34.1,"Enterovirus infection, unspecified",,,true,,,
B34.2,"Coronavirus infection, unspecified",,,true,,,
B34.3,"Parvovirus infection, unspecified",,,true,,,
B34.4,"Papovavirus infection, unspecified",,,true,,,
B34.8,"Other viral infections of unspecified site",,,true,,,
B34.9,"Viral infection, unspecified",,,true,,,
B35.0,"Tinea barbae and tinea capitis",,,true,,,
B35.1,"Tinea unguium",,,true,,,
B35.2,"Tinea manuum",,,true,,,
B35.3,"Tinea pedis",,,true,,,
B35.4,"Tinea corporis",,,true,,,
B35.5,"Tinea imbricata",,,true,,,
B35.6,"Tinea cruris",,,true,,,
B35.8,"Other dermatophytoses",,,true,,,
B35.9,"Dermatophytosis, unspecified",,,true,,,
B36.0,"Pityriasis versicolor",,,true,,,
B36.1,"Tinea nigra",,,true,,,
B36.2,"White piedra",,,true,,,
B36.3,"Black piedra",,,true,,,
B36.8,"Other specified superficial mycoses",,,true,,,
B36.9,"Superficial mycosis, unspecified",,,true,,,
B37.0,"Candidal stomatitis",,,true,,,
B37.1,"Pulmonary candidiasis",6,6,true,,,
B37.2,"Candidiasis of skin and nail",,,true,,,
B37.31,"Acute candidiasis of vulva and vagina",,,true,,,
B37.32,"Chronic candidiasis of vulva and vagina",,,true,,,
B37.41,"Candidal cystitis and urethritis",,,true,,,
B37.42,"Candidal balanitis",,,true,,,
B37.49,"Other urogenital candidiasis",,,true,,,
B37.5,"Candidal meningitis",,,true,,,
B37.6,"Candidal endocarditis",,,true,,,
B37.7,"Candidal sepsis",6,6,true,,,
B37.81,"Candidal esophagitis",6,6,true,,,
B37.82,"Candidal enteritis",,,true,,,
B37.83,"Candidal cheilitis",,,true,,,
B37.84,"Candidal otitis externa",,,true,,,
B37.89,"Other sites of candidiasis",,,true,,,
B37.9,"Candidiasis, unspecified",,,true,,,
B38.0,"Acute pulmonary coccidioidomycosis",115,,true,,,
B38.1,"Chronic pulmonary coccidioidomycosis",115,,true,,,
B38.2,"Pulmonary coccidioidomycosis, unspecified",115,,true,,,
B38.3,"Cutaneous coccidioidomycosis",,,true,,,
B38.4,"Coccidioidomycosis meningitis",,,true,,,
B38.7,"Disseminated coccidioidomycosis",,,true,,,
B38.81,"Prostatic coccidioidomycosis",,,true,,,
B38.89,"Other forms of coccidioidomycosis",,,true,,,
B38.9,"Coccidioidomycosis, unspecified",,,true,,,
B39.0,"Acute pulmonary histoplasmosis capsulati",115,,true,,,
B39.1,"Chronic pulmonary histoplasmosis capsulati",115,,true,,,
B39.2,"Pulmonary histoplasmosis capsulati, unspecified",115,,true,,,
B39.3,"Disseminated histoplasmosis capsulati",,,true,,,
B39.4,"Histoplasmosis capsulati, unspecified",,,true,,,
B39.5,"Histoplasmosis duboisii",,,true,,,
B39.9,"Histoplasmosis, unspecified",,,true,,,
B40.0,"Acute pulmonary blastomycosis",115,,true,,,
B40.1,"Chronic pulmonary blastomycosis",115,,true,,,
B40.2,"Pulmonary blastomycosis, unspecified",115,,true,,,
B40.3,"Cutaneous blastomycosis",,,true,,,
B40.7,"Disseminated blastomycosis",,,true,,,
B40.81,"Blastomycotic meningoencephalitis",,,true,,,
B40.89,"Other forms of blastomycosis",,,true,,,
B40.9,"Blastomycosis, unspecified",,,true,,,
B41.0,"Pulmonary paracoccidioidomycosis",115,,true,,,
B41.7,"Disseminated paracoccidioidomycosis",,,true,,,
B41.8,"Other forms of paracoccidioidomycosis",,,true,,,
B41.9,"Paracoccidioidomycosis, unspecified",,,true,,,
B42.0,"Pulmonary sporotrichosis",,,true,,,
B42.1,"Lymphocutaneous sporotrichosis",,,true,,,
B42.7,"Disseminated sporotrichosis",,,true,,,
B42.81,"Cerebral sporotrichosis",,,true,,,
B42.82,"Sporotrichosis arthritis",39,92,true,,,
B42.89,"Other forms of sporotrichosis",,,true,,,
B42.9,"Sporotrichosis, unspecified",,,true,,,
B43.0,"Cutaneous chromomycosis",,,true,,,
B43.1,"Pheomycotic brain abscess",,,true,,,
B43.2,"Subcutaneous pheomycotic abscess and cyst",,,true,,,
B43.8,"Other forms of chromomycosis",,,true,,,
B43.9,"Chromomycosis, unspecified",,,true,,,
B44.0,"Invasive pulmonary aspergillosis",6,6,true,,,
B44.1,"Other pulmonary aspergillosis",6,6,true,,,
B44.2,"Tonsillar aspergillosis",6,6,true,,,
B44.7,"Disseminated aspergillosis",6,6,true,,,
B44.81,"Allergic bronchopulmonary aspergillosis",112,280,true,,,
B44.89,"Other forms of aspergillosis",6,6,true,,,
B44.9,"Aspergillosis, unspecified",6,6,true,,,
B45.0,"Pulmonary cryptococcosis",6,6,true,,,
B45.1,"Cerebral cryptococcosis",6,6,true,,,
B45.2,"Cutaneous cryptococcosis",6,6,true,,,
B45.3,"Osseous cryptococcosis",6,6,true,,,
B45.7,"Disseminated cryptococcosis",6,6,true,,,
B45.8,"Other forms of cryptococcosis",6,6,true,,,
B45.9,"Cryptococcosis, unspecified",6,6,true,,,
B46.0,"Pulmonary mucormycosis",6,6,true,,,
B46.1,"Rhinocerebral mucormycosis",6,6,true,,,
B46.2,"Gastrointestinal mucormycosis",6,6,true,,,
B46.3,"Cutaneous mucormycosis",6,6,true,,,
B46.4,"Disseminated mucormycosis",6,6,true,,,
B46.5,"Mucormycosis, unspecified",6,6,true,,,
B46.8,"Other zygomycoses",6,6,true,,,
B46.9,"Zygomycosis, unspecified",6,6,true,,,
B47.0,"Eumycetoma",,,true,,,
B47.1,"Actinomycetoma",,,true,,,
B47.9,"Mycetoma, unspecified",,,true,,,
B48.0,"Lobomycosis",,,true,,,
B48.1,"Rhinosporidiosis",,,true,,,
B48.2,"Allescheriasis",,,true,,,
B48.3,"Geotrichosis",,,true,,,
B48.4,"Penicillosis",6,6,true,,,
B48.8,"Other specified mycoses",6,6,true,,,
B49,"Unspecified mycosis",,,true,,,
B50.0,"Plasmodium falciparum malaria with cerebral complications",,,true,,,
B50.8,"Other severe and complicated Plasmodium falciparum malaria",,,true,,,
B50.9,"Plasmodium falciparum malaria, unspecified",,,true,,,
B51.0,"Plasmodium vivax malaria with rupture of spleen",,,true,,,
B51.8,"Plasmodium vivax malaria with other complications",,,true,,,
B51.9,"Plasmodium vivax malaria without complication",,,true,,,
B52.0,"Plasmodium malariae malaria with nephropathy",,,true,,,
B52.8,"Plasmodium malariae malaria with other complications",,,true,,,
B52.9,"Plasmodium malariae malaria without complication",,,true,,,
B53.0,"Plasmodium ovale malaria",,,true,,,
B53.1,"Malaria due to simian plasmodia",,,true,,,
B53.8,"Other malaria, not elsewhere classified",,,true,,,
B54,"Unspecified malaria",,,true,,,
B55.0,"Visceral leishmaniasis",,,true,,,
B55.1,"Cutaneous leishmaniasis",,,true,,,
B55.2,"Mucocutaneous leishmaniasis",,,true,,,
B55.9,"Leishmaniasis, unspecified",,,true,,,
B56.0,"Gambiense trypanosomiasis",,,true,,,
B56.1,"Rhodesiense trypanosomiasis",,,true,,,
B56.9,"African trypanosomiasis, unspecified",,,true,,,
B57.0,"Acute Chagas' disease with heart involvement",,,true,,,
B57.1,"Acute Chagas' disease without heart involvement",,,true,,,
B57.2,"Chagas' disease (chronic) with heart involvement",,,true,,,
B57.30,"Chagas' disease with digestive system involvement, unspecified",,,true,,,
B57.31,"Megaesophagus in Chagas' disease",,,true,,,
B57.32,"Megacolon in Chagas' disease",,,true,,,
B57.39,"Other digestive system involvement in Chagas' disease",,,true,,,
B57.40,"Chagas' disease with nervous system involvement, unspecified",,,true,,,
B57.41,"Meningitis in Chagas' disease",,,true,,,
B57.42,"Meningoencephalitis in Chagas' disease",,,true,,,
B57.49,"Other nervous system involvement in Chagas' disease",,,true,,,
B57.5,"Chagas' disease (chronic) with other organ involvement",,,true,,,
B58.00,"Toxoplasma oculopathy, unspecified",,,true,,,
B58.01,"Toxoplasma chorioretinitis",,,true,,,
B58.09,"Other toxoplasma oculopathy",,,true,,,
B58.1,"Toxoplasma hepatitis",,,true,,,
B58.2,"Toxoplasma meningoencephalitis",6,6,true,,,
B58.3,"Pulmonary toxoplasmosis",6,6,true,,,
B58.81,"Toxoplasma myocarditis",,,true,,,
B58.82,"Toxoplasma myositis",,,true,,,
B58.83,"Toxoplasma tubulo-interstitial nephropathy",,,true,,,
